연번,공공데이터 서비스명,"서비스
유형",요청인자,,출력항목,
24,공통기준규격,OPEN API,,,A079_FNPRT_CD_NM,판정형식명
24,공통기준규격,OPEN API,,,JDGMNT_FOM_CD,판정형식코드
24,공통기준규격,OPEN API,,,VALD_MANLI,유효자리
24,공통기준규격,OPEN API,,,SORC,출처
24,공통기준규격,OPEN API,,,VALD_END_DT,유효종료일
24,공통기준규격,OPEN API,,,VALD_BEGN_DT,유효개시일
24,공통기준규격,OPEN API,,,SPEC_VAL_SUMUP,기준규격요약
24,공통기준규격,OPEN API,,,SPEC_VAL,기준규격
24,공통기준규격,OPEN API,,,PIAM_KOR_NM,단서조항명
24,공통기준규격,OPEN API,,,CMMN_SPEC_SEQ,공통기준종류코드일련번호
25,공통기준제외,OPEN API,keyid,인증키,LAST_UPDT_DTM,최종수정일시
25,공통기준제외,OPEN API,serviceId,서비스명,TESTITM_CD,시험항목코드
25,공통기준제외,OPEN API,dataType,요청파일 타입,KOR_NM,한글명
25,공통기준제외,OPEN API,startidx,요청시작위치,PRDLST_CD,품목코드
25,공통기준제외,OPEN API,endIdx,요청종료위치,SPEC_NM,기준규격명
25,공통기준제외,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),CMMN_SPEC_CD,공통기준규격코드
26,공통기준종류,OPEN API,keyid,인증키,LAST_UPDT_DTM,최종수정일시
26,공통기준종류,OPEN API,serviceId,서비스명,USE_YN,사용여부
26,공통기준종류,OPEN API,dataType,요청파일 타입,DFN,정의
26,공통기준종류,OPEN API,startidx,요청시작위치,LV,레벨
26,공통기준종류,OPEN API,endIdx,요청종료위치,HRNK_CMMN_SPEC_CD,상위공통기준규격코드
26,공통기준종류,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),SPEC_NM,기준규격명
26,공통기준종류,OPEN API,,,CMMN_SPEC_CD,공통기준규격코드
27,과징금부과기준,OPEN API,keyid,인증키,VALD_END_DT,유효종료일자
27,과징금부과기준,OPEN API,serviceId,서비스명,VALD_BGN_DT,유효시작일자
27,과징금부과기준,OPEN API,dataType,요청파일 타입,LV_NO,레벨
27,과징금부과기준,OPEN API,startidx,요청시작위치,VILT_TYPE_NM,위반유형
27,과징금부과기준,OPEN API,endIdx,요청종료위치,BASIS_LAWORD,근거법령
27,과징금부과기준,OPEN API,VALD_BGN_DT,유효시작일자(YYYYMMDD),LAWORD_CD_NM,식품법령
28,과태료부과기준,OPEN API,keyid,인증키,DSPS_STDR_CD_NM,처분기준명
28,과태료부과기준,OPEN API,serviceId,서비스명,VALD_END_DT,유효종료일자
28,과태료부과기준,OPEN API,dataType,요청파일 타입,VALD_BGN_DT,유효시작일자
28,과태료부과기준,OPEN API,startidx,요청시작위치,VILT_TYPE_NM,위반유형
28,과태료부과기준,OPEN API,endIdx,요청종료위치,BASIS_LAWORD,근거법령
28,과태료부과기준,OPEN API,VALD_BGN_DT,유효시작일자,LV_NO,레벨
28,과태료부과기준,OPEN API,,,DSPS_STDR_CD_NM,처분기준명
28,과태료부과기준,OPEN API,,,DSPS_STDR_CD,처분기준코드
29,국외검사기관 인정 현황,OPEN API,keyid,인증키,PRSEC_ITM_CD_NM,검사항목
29,국외검사기관 인정 현황,OPEN API,serviceId,서비스명,APPN_BGN_DT,지정일자
29,국외검사기관 인정 현황,OPEN API,dataType,요청파일 타입,PRSDNT_NM,대표자
29,국외검사기관 인정 현황,OPEN API,startidx,요청시작위치,BSSH_NM,기관명
29,국외검사기관 인정 현황,OPEN API,endIdx,요청종료위치,BSSH_ADDR,주소
29,국외검사기관 인정 현황,OPEN API,,,TELNO,전화번호
29,국외검사기관 인정 현황,OPEN API,,,PRSEC_INSTT_RCOGN_NO,인정번호
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,keyid,인증키,MC_NATN_CD_NM,제조회사 국가
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,serviceId,서비스명,PRDT_NM,제품명
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,dataType,요청파일 타입,MC_NM,제조회사
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,startidx,요청시작위치,TELNO,전화번호
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,,,BSSH_NM,업소명
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,,,RCOGN_DT,인정일자
30,기구 및 용기.포장의 한시적 기준 및 규격 인정 현황,OPEN API,,,LIMIT_STDR_STND_RCOGN_NO,인정번호
31,기구.용기포장제조업,OPEN API,keyid,인증키,TELNO,전화번호
31,기구.용기포장제조업,OPEN API,serviceId,서비스명,PRMS_DT,허가일자
31,기구.용기포장제조업,OPEN API,dataType,요청파일 타입,INDUTY_NM,업종
31,기구.용기포장제조업,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
31,기구.용기포장제조업,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
31,기구.용기포장제조업,OPEN API,CHNG_DT,변경일자,INSTT_NM,기관명
31,기구.용기포장제조업,OPEN API,LCNS_NO,인허가번호,LOCP_ADDR,주소
32,기구.용기포장제조업,OPEN API,,,LCNS_NO,인허가 번호
32,기구등의 살균.소독제에 관한 표시기준,OPEN API,keyid,인증키,,
32,기구등의 살균.소독제에 관한 표시기준,OPEN API,serviceId,서비스명,,
32,기구등의 살균.소독제에 관한 표시기준,OPEN API,dataType,요청파일 타입,,
32,기구등의 살균.소독제에 관한 표시기준,OPEN API,startidx,요청시작위치,,
32,기구등의 살균.소독제에 관한 표시기준,OPEN API,endIdx,요청종료위치,,
33,기구등의 살균소독제 기준규격,OPEN API,keyid,인증키,SORC,출처
33,기구등의 살균소독제 기준규격,OPEN API,serviceId,서비스명,VALD_END_DT,유효종료일자
33,기구등의 살균소독제 기준규격,OPEN API,dataType,요청파일 타입,VALD_BEGN_DT,유효개시일자
33,기구등의 살균소독제 기준규격,OPEN API,startidx,요청시작위치,SPEC_VAL_SUMUP,기준규격값 요약
33,기구등의 살균소독제 기준규격,OPEN API,endIdx,요청종료위치,SPEC_VAL,기준규격값
33,기구등의 살균소독제 기준규격,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),PIAM_KOR_NM,품목항목속성 한글명
33,기구등의 살균소독제 기준규격,OPEN API,PRDLST_CD,품목유형코드,FNPRT_ITM_NM,세부항목명
33,기구등의 살균소독제 기준규격,OPEN API,,,T_KOR_NM,시험항목 한글명
33,기구등의 살균소독제 기준규격,OPEN API,,,LAST_UPDT_DTM,수정일자
33,기구등의 살균소독제 기준규격,OPEN API,,,UPDT_PRVNS,수정사유
33,기구등의 살균소독제 기준규격,OPEN API,,,UNIT_NM,단위명
33,기구등의 살균소독제 기준규격,OPEN API,,,INJRY_YN,위해여부
33,기구등의 살균소독제 기준규격,OPEN API,,,MIMM_VAL,최소값
33,기구등의 살균소독제 기준규격,OPEN API,,,MXMM_VAL,최대값
33,기구등의 살균소독제 기준규격,OPEN API,,,PC_KOR_NM,품목한글명
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,keyid,인증키,MC_NATN_CD_NM,제조회사 국가
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,serviceId,서비스명,PRDT_NM,제품명
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,dataType,요청파일 타입,MC_NM,제조회사
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,startidx,요청시작위치,TELNO,전화번호
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,,,BSSH_NM,업소명
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,,,RCOGN_DT,인정일자
34,기구등의 살균소독제 한시적 기준 및 규격 인정 현황,OPEN API,,,LIMIT_STDR_STND_RCOGN_NO,인정번호
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,keyid,인증키,INSTT_NM,관할기관
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,serviceId,서비스명,ETC_INFO,기타정보
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,dataType,요청파일 타입,APPT_YMD,지정일자
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,startidx,요청시작위치,SITE_ADDR,영업소재지
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,endIdx,요청종료위치,INDUTY_CD_NM,업종
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,LCNS_NO,인허가번호,BSSH_NM,업체명
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,BSSH_NM,업체명,LCNS_NO,인허가번호
35,나트륨 줄이기 실천음식점 지정업체 대장,OPEN API,JOIN_YMD,참여일자(YYYYMMDD),,
36,농산물 안전성검사기관 정보,OPEN API,keyid,인증키,TELNO,전화번호
36,농산물 안전성검사기관 정보,OPEN API,serviceId,서비스명,HRMF_MTTR_ITM,유해물질항목
36,농산물 안전성검사기관 정보,OPEN API,dataType,요청파일 타입,PRSEC_WORK_SCOPE,검사업무범위
36,농산물 안전성검사기관 정보,OPEN API,startidx,요청시작위치,PRSEC_INSTT_LOCPLC,검사기관소재지
36,농산물 안전성검사기관 정보,OPEN API,endIdx,요청종료위치,APPN_INSTT_NM,지정기관
36,농산물 안전성검사기관 정보,OPEN API,,,APPN_DT,지정일자
36,농산물 안전성검사기관 정보,OPEN API,,,APPN_NO,지정번호
37,농산물이력추적 생산정보,OPEN API,keyid,인증키,VALD_PRICE_END_DT,유효기간종료일자
37,농산물이력추적 생산정보,OPEN API,serviceId,서비스명,VALD_PRICE_BGN_DT,유효기간시작일자
37,농산물이력추적 생산정보,OPEN API,dataType,요청파일 타입,ORGN_NM,단체명
37,농산물이력추적 생산정보,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
37,농산물이력추적 생산정보,OPEN API,endIdx,요청종료위치,RPRSNT_PRDLST_NM,대표품목
38,농산물이력추적 유통정보,OPEN API,keyid,인증키,REG_INSTT_NM,등록기관
38,농산물이력추적 유통정보,OPEN API,serviceId,서비스명,HIST_TRACE_REG_NO,이력추적등록번호
38,농산물이력추적 유통정보,OPEN API,dataType,요청파일 타입,TELNO,전화번호
38,농산물이력추적 유통정보,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
38,농산물이력추적 유통정보,OPEN API,endIdx,요청종료위치,GRP_NM,거래처명
38,농산물이력추적 유통정보,OPEN API,,,HIST_TRACE_REG_NO,이력추적등록번호
39,농약 등록정보,OPEN API,keyid,인증키,SICKNS_HLSCT_NM_WEEDS_NM,병해충/잡초명
39,농약 등록정보,OPEN API,serviceId,서비스명,PRPOS_DVS_CD_NM,용도
39,농약 등록정보,OPEN API,dataType,요청파일 타입,AGCHM_DVS_NM,농약구분
39,농약 등록정보,OPEN API,startidx,요청시작위치,MDC_SHAP_NM,제제형태
39,농약 등록정보,OPEN API,endIdx,요청종료위치,PRDLST_REG_NO,등록번호
39,농약 등록정보,OPEN API,CHNG_DT,변경일자,ECLGY_TOXCTY,생태독성
39,농약 등록정보,OPEN API,,,PERSN_LVSTCK_TOXCTY,사람/가축독성
39,농약 등록정보,OPEN API,,,REG_YN_NM,등록여부
39,농약 등록정보,OPEN API,,,PRDLST_REG_STND,등록규격
39,농약 등록정보,OPEN API,,,AGCHM_PRDLST_NO,품목번호
39,농약 등록정보,OPEN API,,,TEST_DRGS_NM,시험약제명
39,농약 등록정보,OPEN API,,,BRND_NM,상표명
39,농약 등록정보,OPEN API,,,PRDLST_REG_DT,등록일자
39,농약 등록정보,OPEN API,,,PRDLST_REG_VALD_DT,등록유효일자
39,농약 등록정보,OPEN API,,,MNF_INCM_DVS_NM,제조/수입구분
39,농약 등록정보,OPEN API,,,ADDR,주소
39,농약 등록정보,OPEN API,,,PRSDNT_NM,대표자
39,농약 등록정보,OPEN API,,,PRDLST_ENG_NM,농약영문명
39,농약 등록정보,OPEN API,,,CPR_NM,법인명
39,농약 등록정보,OPEN API,,,BUSS_REG_EVNT_NM,업등록종목
39,농약 등록정보,OPEN API,,,BUSS_REG_NO,업등록번호
39,농약 등록정보,OPEN API,,,USE_TMNO,사용횟수
39,농약 등록정보,OPEN API,,,USE_UNIT,단위
39,농약 등록정보,OPEN API,,,USE_QTY,사용수량
39,농약 등록정보,OPEN API,,,DILU_DRNG,희석배수
39,농약 등록정보,OPEN API,,,USE_PPRTM,사용적기
39,농약 등록정보,OPEN API,,,AGCHM_USE_MTHD,농약사용방법
39,농약 등록정보,OPEN API,,,CROPS_NM,작물명
39,농약 등록정보,OPEN API,,,PRDLST_KOR_NM,농약명
40,농약잔류허용기준,OPEN API,keyid,인증키,DSUSE_YN,폐기 여부
40,농약잔류허용기준,OPEN API,serviceId,서비스명,MRL_VAL,MRL 값
40,농약잔류허용기준,OPEN API,dataType,요청파일 타입,STEP,단계
40,농약잔류허용기준,OPEN API,startidx,요청시작위치,OPERTN_CITYPOINT,시행 시점
40,농약잔류허용기준,OPEN API,endIdx,요청종료위치,FOOD_KOR_NM,식품명
40,농약잔류허용기준,OPEN API,시행시점(YYYYMMDD),LAUNCH_POINT,AGCHM_KOR_NM,농약명
41,농축산물유통관리 허위표시공표정보,OPEN API,keyid,인증키,PUBLC_END_DT,공표종료일
41,농축산물유통관리 허위표시공표정보,OPEN API,serviceId,서비스명,PUBLC_BGN_DT,공표시작일
41,농축산물유통관리 허위표시공표정보,OPEN API,dataType,요청파일 타입,VILT_DTLS,위반내역
41,농축산물유통관리 허위표시공표정보,OPEN API,startidx,요청시작위치,ENTRPS_BASS_ADDR,주소
41,농축산물유통관리 허위표시공표정보,OPEN API,endIdx,요청종료위치,ENTRPS_NM,업체명
41,농축산물유통관리 허위표시공표정보,OPEN API,CHNG_DT,변경일자(YYYYMMDD),BSN_KND_NM,업종
42,농축산물유통관리 허위표시품목정보,OPEN API,keyid,인증키,PRDLST_NM,품목명
42,농축산물유통관리 허위표시품목정보,OPEN API,serviceId,서비스명,DSPS_CN,처분내용
42,농축산물유통관리 허위표시품목정보,OPEN API,dataType,요청파일 타입,VILT_CN,위반내용
42,농축산물유통관리 허위표시품목정보,OPEN API,startidx,요청시작위치,PUBLC_END_DT,공표종료일자
42,농축산물유통관리 허위표시품목정보,OPEN API,endIdx,요청종료위치,PUBLC_BGN_DT,공표시작일자
42,농축산물유통관리 허위표시품목정보,OPEN API,CHNG_DT,변경일자(YYYYMMDD),VILT_DTLS,위반내역
42,농축산물유통관리 허위표시품목정보,OPEN API,,,ENTRPS_BASS_ADDR,주소
42,농축산물유통관리 허위표시품목정보,OPEN API,,,ENTRPS_NM,업소명
42,농축산물유통관리 허위표시품목정보,OPEN API,,,BSN_KND_NM,업종
43,도축업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
43,도축업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
43,도축업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
43,도축업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
43,도축업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
43,도축업 인허가 대장,OPEN API,BSSH_NM,업소명,BSSH_NM,업소명
43,도축업 인허가 대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
43,도축업 인허가 대장,OPEN API,CHNG_DT,변경일자,,
44,동물용의약품 현황,OPEN API,keyid,인증키,SHAP_NM,형태
44,동물용의약품 현황,OPEN API,serviceId,서비스명,CAS_NM,CAS 명
44,동물용의약품 현황,OPEN API,dataType,요청파일 타입,IUPAC_NM,IUPAC 명
44,동물용의약품 현황,OPEN API,startidx,요청시작위치,SYSTM_NM,계통명
44,동물용의약품 현황,OPEN API,endIdx,요청종료위치,MCWGH,분자량
44,동물용의약품 현황,OPEN API,,,MCFRL,분자식
44,동물용의약품 현황,OPEN API,,,APPLC_OBJ_ANIMAL,적용 대상 동물
44,동물용의약품 현황,OPEN API,,,ANIMAL_ONLY_MDCIN_NM_ENG,의약품 영문명
44,동물용의약품 현황,OPEN API,,,STBLY,안정성
44,동물용의약품 현황,OPEN API,,,SOLUB,용해도
44,동물용의약품 현황,OPEN API,,,PKA,PKA
44,동물용의약품 현황,OPEN API,,,DENS_UNIT,밀도단위
44,동물용의약품 현황,OPEN API,,,LOGPOW,LOGPOW
44,동물용의약품 현황,OPEN API,,,STEPR,증기압
44,동물용의약품 현황,OPEN API,,,BOILPNT,끓는점
44,동물용의약품 현황,OPEN API,,,POIOF,녹는점
44,동물용의약품 현황,OPEN API,,,ANIMAL_ONLY_MDCIN_NM_KOR,의약품 한글명
45,동물의약품별 잔류허용 기준,OPEN API,keyid,인증키,ETC_YN,기타 여부
45,동물의약품별 잔류허용 기준,OPEN API,serviceId,서비스명,FOOD_ENG_NM,식품 영문명
45,동물의약품별 잔류허용 기준,OPEN API,dataType,요청파일 타입,FOOD_KOR_NM,식품 한글명
45,동물의약품별 잔류허용 기준,OPEN API,startidx,요청시작위치,MRL,MRL
45,동물의약품별 잔류허용 기준,OPEN API,endIdx,요청종료위치,STEP,단계
45,동물의약품별 잔류허용 기준,OPEN API,,,OPERTN_CITYPOINT,시행 시점
45,동물의약품별 잔류허용 기준,OPEN API,,,ANIMAL_ONLY_MDCIN_NM_KOR,동물 전용 의약품 한글명
45,동물의약품별 잔류허용 기준,OPEN API,,,CDX_KOREA_DVS_CD,구분
45,동물의약품별 잔류허용 기준,OPEN API,,,DSUSE_YN,폐기 여부
45,동물의약품별 잔류허용 기준,OPEN API,,,TMPR_STDR_APPLC_YN,임시기준적용여부
46,물환경 수질정보,OPEN API,keyid,인증키,WATSA_TM,채수시간
46,물환경 수질정보,OPEN API,serviceId,서비스명,WATSA_DT,채수일자
46,물환경 수질정보,OPEN API,dataType,요청파일 타입,PRSEC_DT,검사일자
46,물환경 수질정보,OPEN API,startidx,요청시작위치,ABL_YN,폐지여부
46,물환경 수질정보,OPEN API,endIdx,요청종료위치,TOC,TOC
46,물환경 수질정보,OPEN API,CHNG_DT,변경일자,EC,EC
46,물환경 수질정보,OPEN API,,,DOC,DOC
46,물환경 수질정보,OPEN API,,,TP,TP
46,물환경 수질정보,OPEN API,,,TN,TN
46,물환경 수질정보,OPEN API,,,EEC_QTY,대장균군수량
46,물환경 수질정보,OPEN API,,,SS,SS
46,물환경 수질정보,OPEN API,,,COD,COD
46,물환경 수질정보,OPEN API,,,BOD,BOD
46,물환경 수질정보,OPEN API,,,PH,PH
46,물환경 수질정보,OPEN API,,,FLUX,유량
46,물환경 수질정보,OPEN API,,,TEMOD,수온
46,물환경 수질정보,OPEN API,,,MESURE_DP,측정깊이
46,물환경 수질정보,OPEN API,,,EXAM_ARA_NM,조사지역명
47,바코드연계제품정보,OPEN API,keyid,인증키,SITE_ADDR,주소
47,바코드연계제품정보,OPEN API,serviceId,서비스명,INDUTY_NM,업종
47,바코드연계제품정보,OPEN API,dataType,요청파일 타입,BSSH_NM,제조사명
47,바코드연계제품정보,OPEN API,startidx,요청시작위치,PRDLST_DCNM,식품 유형
47,바코드연계제품정보,OPEN API,endIdx,요청종료위치,POG_DAYCNT,소비기한
47,바코드연계제품정보,OPEN API,CHNG_DT,변경일자,PRDLST_NM,제품명
47,바코드연계제품정보,OPEN API,PRDLST_REPORT_NO,품목제조보고번호,END_DT,생산중단일
47,바코드연계제품정보,OPEN API,BAR_CD,바코드번호,PRMS_DT,보고(신고일)
47,바코드연계제품정보,OPEN API,,,BAR_CD,유통바코드
47,바코드연계제품정보,OPEN API,,,CLSBIZ_DT,폐업일자
47,바코드연계제품정보,OPEN API,,,PRDLST_REPORT_NO,품목보고(신고)번호
48,방사선조사식품 품목 인정 현황,OPEN API,keyid,인증키,VALD_END_DT,유효종료일자
48,방사선조사식품 품목 인정 현황,OPEN API,serviceId,서비스명,VALD_BEGN_DT,유효개시일자
48,방사선조사식품 품목 인정 현황,OPEN API,dataType,요청파일 타입,SPEC_VAL_SUMUP,기준규격값 요약
48,방사선조사식품 품목 인정 현황,OPEN API,startidx,요청시작위치,SPEC_VAL,기준규격값
48,방사선조사식품 품목 인정 현황,OPEN API,endIdx,요청종료위치,PIAM_KOR_NM,품목항목속성 한글명
48,방사선조사식품 품목 인정 현황,OPEN API,,,T_KOR_NM,시험항목 한글명
48,방사선조사식품 품목 인정 현황,OPEN API,,,PC_KOR_NM,품목한글명
48,방사선조사식품 품목 인정 현황,OPEN API,,,UNIT_NM,단위명
48,방사선조사식품 품목 인정 현황,OPEN API,,,MIMM_VAL,최소값
48,방사선조사식품 품목 인정 현황,OPEN API,,,MXMM_VAL,최대값
48,방사선조사식품 품목 인정 현황,OPEN API,,,SORC,출처
48,방사선조사식품 품목 인정 현황,OPEN API,,,SPEC_NM,기준규격명
49,법령코드,OPEN API,keyid,인증키,VALD_END_DT,유효종료일자
49,법령코드,OPEN API,serviceId,서비스명,VALD_BGN_DT,유효시작일자
49,법령코드,OPEN API,dataType,요청파일 타입,USE_YN,사용여부
49,법령코드,OPEN API,startidx,요청시작위치,LV_NO,레벨
49,법령코드,OPEN API,endIdx,요청종료위치,ALL_LAWORD_CD_NM,전체법령명
49,법령코드,OPEN API,VALD_BGN_DT,유효시작일자(YYYYMMDD),LAWORD_CD_NM,법령명
49,법령코드,OPEN API,VALD_END_DT,유효종료일자(YYYYMMDD),WORK_REALM_CD_NM,업무분야
49,법령코드,OPEN API,,,HRNK_LAWORD_CD,상위법령코드
49,법령코드,OPEN API,,,LAST_UPDT_DTM,최종수정일시
49,법령코드,OPEN API,,,FOOD_LAWORD_CD,법령코드
50,상수도 수질정보,OPEN API,keyid,인증키,DCMLPOINT,소수점
50,상수도 수질정보,OPEN API,serviceId,서비스명,UNIT_NM,단위명
50,상수도 수질정보,OPEN API,dataType,요청파일 타입,MESURE_VAL,측정값
50,상수도 수질정보,OPEN API,startidx,요청시작위치,PRSEC_ITM_NM,검사항목명
50,상수도 수질정보,OPEN API,endIdx,요청종료위치,PICK_DT,채취일자
50,상수도 수질정보,OPEN API,CHNG_DT,변경일자,PRSEC_MM,검사월
50,상수도 수질정보,OPEN API,,,PRSEC_YR,검사년도
50,상수도 수질정보,OPEN API,,,FCLTY_LOC,시설위치
50,상수도 수질정보,OPEN API,,,EXCS_YN,초과여부
50,상수도 수질정보,OPEN API,,,FCLTY_NM,시설명
51,생산중단제품정보,OPEN API,keyid,인증키,ARTCL_END_WHY,생산중단사유
51,생산중단제품정보,OPEN API,serviceId,서비스명,FOOD_HF_LS_CL_CD_NM,구분
51,생산중단제품정보,OPEN API,dataType,요청파일 타입,BSSH_NM,업소명
51,생산중단제품정보,OPEN API,startidx,요청시작위치,LCNS_NO,인허가번호
51,생산중단제품정보,OPEN API,endIdx,요청종료위치,PRDLST_DCNM,품목유형명
51,생산중단제품정보,OPEN API,PRDLST_REPORT_NO,품목제조보고번호,END_DT,생산중단일자
51,생산중단제품정보,OPEN API,PRDLST_NM,제품명,PRDLST_NM,제품명
51,생산중단제품정보,OPEN API,END_DT,생산중단일자,PRMS_DT,품목보고일자
51,생산중단제품정보,OPEN API,FOOD_HF_LS_CL_CD,"구분(001:식품(식품첨가물),002:건강기능식품,003:축산물,011:위생용품)",PRDLST_REPORT_NO,품목제조보고번호
51,생산중단제품정보,OPEN API,PRMS_DT,품목보고일자,,
51,생산중단제품정보,OPEN API,LCNS_NO,인허가번호,,
52,쇠고기(국내)이력추적 가공관리,OPEN API,keyid,인증키,PRCSS_PLC_NM,가공장소명
52,쇠고기(국내)이력추적 가공관리,OPEN API,serviceId,서비스명,PRCSS_DT,가공일자
52,쇠고기(국내)이력추적 가공관리,OPEN API,dataType,요청파일 타입,PRCSS_PLC_CD,가공장소코드
52,쇠고기(국내)이력추적 가공관리,OPEN API,startidx,요청시작위치,ENTTY_IDNTFC_NO,개체식별번호
52,쇠고기(국내)이력추적 가공관리,OPEN API,endIdx,요청종료위치,FMH_NM,농가명
52,쇠고기(국내)이력추적 가공관리,OPEN API,CHNG_DT,변경일자,GND_NM,성별
53,쇠고기(국내)이력추적 생산정보,OPEN API,keyid,인증키,COW_KND_NM,소종류명
53,쇠고기(국내)이력추적 생산정보,OPEN API,serviceId,서비스명,ENTTY_STATS_NM,개체상태명
53,쇠고기(국내)이력추적 생산정보,OPEN API,dataType,요청파일 타입,BRTH_DT,출생일자
53,쇠고기(국내)이력추적 생산정보,OPEN API,startidx,요청시작위치,VACIN_LAST_INOCL_OPNO,백신최종접종차수
53,쇠고기(국내)이력추적 생산정보,OPEN API,endIdx,요청종료위치,VACIN_LAST_INOCL_DT,백신최종접종일자
53,쇠고기(국내)이력추적 생산정보,OPEN API,BRTH_DT,출생일자,ENTTY_IDNTFC_NO,개체식별번호
54,쇠고기(국내)이력추적 정보,OPEN API,keyid,인증키,PRCSS_PLC_NM,가공장소명
54,쇠고기(국내)이력추적 정보,OPEN API,serviceId,서비스명,PRCSS_DT,가공일자
54,쇠고기(국내)이력추적 정보,OPEN API,dataType,요청파일 타입,SNTT_PRSEC_PASS_ENNC,위생검사합격유무
54,쇠고기(국내)이력추적 정보,OPEN API,startidx,요청시작위치,ADDR,도축장소주소
54,쇠고기(국내)이력추적 정보,OPEN API,endIdx,요청종료위치,SLAU_YMD,도축년월일
54,쇠고기(국내)이력추적 정보,OPEN API,,,SNTT_PRSEC_NM,위생검사
54,쇠고기(국내)이력추적 정보,OPEN API,,,SLAU_PLC_NM,도축장소
54,쇠고기(국내)이력추적 정보,OPEN API,,,VACIN_LAST_INOCL_OPNO,백신최종접종차수
54,쇠고기(국내)이력추적 정보,OPEN API,,,VACIN_LAST_INOCL_DT,백신최종접종일자
54,쇠고기(국내)이력추적 정보,OPEN API,,,FMH_NM,농가명
54,쇠고기(국내)이력추적 정보,OPEN API,,,GND_NM,성별
54,쇠고기(국내)이력추적 정보,OPEN API,,,COW_KND_NM,소종류명
54,쇠고기(국내)이력추적 정보,OPEN API,,,ENTTY_STATS_NM,개체상태명
54,쇠고기(국내)이력추적 정보,OPEN API,,,BRTH_DT,출생일자
54,쇠고기(국내)이력추적 정보,OPEN API,,,ENTTY_IDNTFC_NO,개체식별번호
55,수거검사 계획 및 실적 관련 현황,OPEN API,keyid,인증키,JDGMNT_CD_NM,판정결과
55,수거검사 계획 및 실적 관련 현황,OPEN API,serviceId,서비스명,TKAWYDTM,수거일자
55,수거검사 계획 및 실적 관련 현황,OPEN API,dataType,요청파일 타입,PRDTNM,제품명
55,수거검사 계획 및 실적 관련 현황,OPEN API,startidx,요청시작위치,SITE_ADDR,소재지
55,수거검사 계획 및 실적 관련 현황,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
55,수거검사 계획 및 실적 관련 현황,OPEN API,SEARCHSTDT,수거시작일자(YYYYMMDD),PRCSCITYPOINT_INDUTYCD_NM,업종
55,수거검사 계획 및 실적 관련 현황,OPEN API,SEARCHENDDT,수거종료일자(YYYYMMDD),PLAN_TITL,수거계획명
55,수거검사 계획 및 실적 관련 현황,OPEN API,TKAWYSPCI_TYPECD,검체구분(0수산물1가공식품2식품첨가물3건강기능식품4농산물5축산물6기구용기7위생용품8식품접객업9기타),TKAWYPRNO,수거증번호
55,수거검사 계획 및 실적 관련 현황,OPEN API,LAST_UPDT_DTM,최종수정일자(YYYYMMDD),LAST_UPDT_DTM,최종수정일시
55,수거검사 계획 및 실적 관련 현황,OPEN API,BSSH_NM,업소명,PRDLST_REPORT_NO,품목제조보고번호
